District Name	District Code	Subject	M+E #	M+E %	E #	E %	M #	M %	PM #	PM %	NM #	NM %	No. of Students Included	Avg. Scaled Score	SGP	Included In SGP
North Middlesex	07350000	MATH	         810	53	         112	7	         698	46	         620	41	          98	6	       1,528	     501.8	          51.5	       1,224
North Reading	02170000	ELA	         766	69	         160	14	         606	55	         300	27	          45	4	       1,111	     509.9	          55.0	         898
North Reading	02170000	MATH	         754	68	         128	12	         626	56	         315	28	          39	4	       1,108	     508.4	          56.9	         899
Northampton	02100000	ELA	         625	53	         111	9	         514	43	         456	39	         103	9	       1,184	     501.9	          49.5	         912
Northampton	02100000	MATH	         567	48	          65	6	         502	43	         469	40	         145	12	       1,181	     497.5	          50.9	         908
Northborough	02130000	ELA	         739	65	         138	12	         601	52	         339	30	          67	6	       1,145	     507.4	          53.8	         913
Northborough	02130000	MATH	         709	62	         130	11	         579	50	         386	34	          54	5	       1,149	     506.3	          54.7	         916
Northbridge	02140000	ELA	         517	48	          75	7	         442	41	         442	41	         121	11	       1,080	     498.8	          50.2	         853
Northbridge	02140000	MATH	         495	46	          41	4	         454	42	         457	42	         130	12	       1,082	     496.6	          57.0	         856
Norton	02180000	ELA	         624	54	          81	7	         543	47	         471	40	          69	6	       1,164	     502.2	          45.8	         954
Norton	02180000	MATH	         565	48	          49	4	         516	44	         525	45	          75	6	       1,165	     499.0	          49.9	         953
Norwell	02190000	ELA	         728	73	         153	15	         575	57	         245	24	          31	3	       1,004	     511.2	          58.2	         823
Norwell	02190000	MATH	         684	68	         118	12	         566	56	         292	29	          31	3	       1,007	     507.8	          65.6	         823
Norwood	02200000	ELA	         740	49	          87	6	         653	44	         609	41	         147	10	       1,496	     500.1	          40.7	       1,135
Norwood	02200000	MATH	         781	52	         114	8	         667	45	         555	37	         158	11	       1,494	     500.5	          48.9	       1,134
Oak Bluffs	02210000	ELA	         164	60	          39	14	         125	46	          97	35	          13	5	         274	     506.4	          55.1	         213
Oak Bluffs	02210000	MATH	         130	47	           8	3	         122	44	         125	45	          20	7	         275	     497.4	          50.5	         213
Old Rochester	07400000	ELA	         318	66	          43	9	         275	57	         137	29	          25	5	         480	     506.0	          47.2	         463
Old Rochester	07400000	MATH	         316	66	          30	6	         286	60	         149	31	          15	3	         480	     506.0	          49.7	         462
Old Sturbridge Academy Charter Public School (District)	35150000	ELA	          21	54	           2	5	          19	49	          17	44	           1	3	          39	     503.1		
Old Sturbridge Academy Charter Public School (District)	35150000	MATH	          15	38	           2	5	          13	33	          19	49	           5	13	          39	     495.0		
Orange	02230000	ELA	          76	25	           5	2	          71	23	         186	61	          41	14	         303	     490.2	          46.8	         221
Orange	02230000	MATH	          70	23	           2	1	          68	22	         163	53	          76	25	         309	     484.7	          49.2	         228
Orleans	02240000	ELA	          78	71	          15	14	          63	57	          30	27	           2	2	         110	     511.3	          49.8	          73
Orleans	02240000	MATH	          78	72	          15	14	          63	58	          30	28	           1	1	         109	     509.6	          56.2	          72
Oxford	02260000	ELA	         346	41	          39	5	         307	37	         401	48	          88	11	         835	     496.7	          41.9	         669
Oxford	02260000	MATH	         308	37	          26	3	         282	34	         421	50	         106	13	         835	     494.0	          42.0	         669
Palmer	02270000	ELA	         318	47	          48	7	         270	40	         268	39	          93	14	         679	     498.0	          49.1	         536
Palmer	02270000	MATH	         221	33	          21	3	         200	30	         335	49	         121	18	         677	     490.8	          42.0	         532
Peabody	02290000	ELA	       1,306	46	         138	5	       1,168	41	       1,230	44	         285	10	       2,821	     497.8	          44.0	       2,203
Peabody	02290000	MATH	       1,175	42	         115	4	       1,060	37	       1,324	47	         330	12	       2,829	     495.3	          48.2	       2,207
Pelham	02300000	ELA	          46	65	          11	15	          35	49	          23	32	           2	3	          71	     509.2	          49.7	          50
Pelham	02300000	MATH	          53	75	          11	15	          42	59	          18	25	           0	0	          71	     510.1	          56.4	          50
Pembroke	02310000	ELA	         750	56	          92	7	         658	49	         499	37	          90	7	       1,339	     502.3	          46.8	       1,103
Pembroke	02310000	MATH	         802	60	         107	8	         695	52	         477	35	          67	5	       1,346	     504.2	          54.3	       1,110
Pentucket	07450000	ELA	         566	49	          63	5	         503	44	         486	42	         100	9	       1,152	     499.4	          45.8	         925
Pentucket	07450000	MATH	         441	38	          21	2	         420	36	         607	53	         104	9	       1,152	     494.2	          43.3	         933
Petersham	02340000	ELA	          30	43	           2	3	          28	40	          32	46	           8	11	          70	     496.4	          40.8	          50
Petersham	02340000	MATH	          18	26	           1	1	          17	24	          34	49	          18	26	          70	     484.4	          56.7	          50
Pioneer Charter School of Science (District)	04940000	ELA	         163	61	          24	9	         139	52	          91	34	          15	6	         269	     504.0	          53.5	         177
Pioneer Charter School of Science (District)	04940000	MATH	         168	62	          22	8	         146	54	          90	33	          11	4	         269	     504.1	          53.1	         177
Pioneer Charter School of Science II (District)	35060000	ELA	         107	69	          17	11	          90	58	          40	26	           7	5	         154	     506.3	          60.1	         128
Pioneer Charter School of Science II (District)	35060000	MATH	         122	79	          36	23	          86	56	          27	18	           5	3	         154	     514.2	          75.0	         128
Pioneer Valley	07500000	ELA	         186	50	          25	7	         161	44	         152	41	          32	9	         370	     499.8	          52.9	         293
Pioneer Valley	07500000	MATH	         169	46	          11	3	         158	43	         173	47	          28	8	         370	     497.4	          55.0	         292
Pioneer Valley Chinese Immersion Charter (District)	04970000	ELA	         205	72	          59	21	         146	51	          69	24	          11	4	         285	     512.7	          61.4	         232
Pioneer Valley Chinese Immersion Charter (District)	04970000	MATH	         191	67	          42	15	         149	52	          79	28	          14	5	         284	     507.6	          51.9	         229
Pioneer Valley Performing Arts Charter Public (District)	04790000	ELA	          82	62	          23	17	          59	44	          49	37	           2	2	         133	     509.1	          57.0	         118
Pioneer Valley Performing Arts Charter Public (District)	04790000	MATH	          65	49	           6	5	          59	45	          62	47	           5	4	         132	     500.1	          51.2	         118
Pittsfield	02360000	ELA	         858	34	          65	3	         793	32	       1,215	49	         416	17	       2,489	     492.1	          41.8	       1,832
Pittsfield	02360000	MATH	         815	33	          79	3	         736	29	       1,219	49	         473	19	       2,507	     490.8	          41.9	       1,844
Plainville	02380000	ELA	         216	56	          29	7	         187	48	         157	40	          16	4	         389	     503.3	          50.7	         295
Plainville	02380000	MATH	         205	53	          21	5	         184	47	         148	38	          36	9	         389	     500.6	          61.4	         291
Plymouth	02390000	ELA	       1,798	52	         300	9	       1,498	43	       1,317	38	         344	10	       3,459	     500.8	          51.8	       2,713
Plymouth	02390000	MATH	       1,556	45	         134	4	       1,422	41	       1,550	45	         350	10	       3,456	     496.8	          51.0	       2,699
Plympton	02400000	ELA	          72	64	          12	11	          60	54	          38	34	           2	2	         112	     507.7	          53.5	          88
Plympton	02400000	MATH	          65	58	           4	4	          61	54	          42	38	           5	4	         112	     503.5	          57.7	          88
Prospect Hill Academy Charter (District)	04870000	ELA	         222	39	          28	5	         194	34	         279	49	          65	11	         566	     494.9	          45.9	         456
Prospect Hill Academy Charter (District)	04870000	MATH	         195	34	          23	4	         172	30	         299	53	          74	13	         568	     492.4	          49.4	         458
Provincetown	02420000	ELA	          37	58	           3	5	          34	53	          19	30	           8	13	          64	     500.9	          52.1	          46
Provincetown	02420000	MATH	          27	43	           1	2	          26	41	          32	51	           4	6	          63	     495.7	          41.9	          46
Quabbin	07530000	ELA	         514	48	          73	7	         441	41	         431	40	         131	12	       1,076	     498.8	          55.4	         821
Quabbin	07530000	MATH	         493	46	          34	3	         459	43	         468	44	         110	10	       1,071	     496.6	          50.7	         819
Quaboag Regional	07780000	ELA	         288	44	          22	3	         266	40	         307	47	          62	9	         657	     497.3	          44.5	         518
Quaboag Regional	07780000	MATH	         296	45	          36	5	         260	40	         310	47	          50	8	         656	     498.4	          53.9	         518
Quincy	02430000	ELA	       2,435	60	         551	14	       1,884	47	       1,288	32	         320	8	       4,043	     506.4	          57.4	       3,078
Quincy	02430000	MATH	       2,194	54	         437	11	       1,757	43	       1,466	36	         397	10	       4,057	     502.4	          52.8	       3,079
Ralph C Mahar	07550000	ELA	          98	40	          22	9	          76	31	          98	40	          47	19	         243	     494.7	          54.7	         226
Ralph C Mahar	07550000	MATH	         105	43	          11	5	          94	39	         111	46	          26	11	         242	     496.2	          61.6	         227
Randolph	02440000	ELA	         530	39	          66	5	         464	34	         616	45	         211	16	       1,357	     495.6	          51.1	         962
Randolph	02440000	MATH	         475	35	          61	4	         414	30	         656	48	         230	17	       1,361	     493.7	          54.1	         961
Reading	02460000	ELA	       1,347	68	         302	15	       1,045	53	         540	27	          86	4	       1,973	     509.4	          56.5	       1,601
Reading	02460000	MATH	       1,246	63	         199	10	       1,047	53	         625	32	          95	5	       1,966	     505.9	          57.4	       1,590
Revere	02480000	ELA	       1,625	46	         274	8	       1,351	39	       1,429	41	         443	13	       3,497	     498.1	          48.4	       2,689
Revere	02480000	MATH	       1,491	43	         200	6	       1,291	37	       1,531	44	         468	13	       3,490	     496.0	          48.0	       2,679
Richmond	02490000	ELA	          71	63	          13	12	          58	51	          37	33	           5	4	         113	     507.6	          51.8	          89
Richmond	02490000	MATH	          59	52	           9	8	          50	44	          47	42	           7	6	         113	     501.0	          50.8	          89
Rising Tide Charter Public (District)	04830000	ELA	         213	59	          21	6	         192	53	         135	37	          13	4	         361	     502.8	          44.8	         327
Rising Tide Charter Public (District)	04830000	MATH	         214	59	          16	4	         198	55	         135	37	          12	3	         361	     503.1	          46.5	         327
River Valley Charter (District)	04820000	ELA	         122	65	          16	8	         106	56	          58	31	           9	5	         189	     507.1	          59.6	         152
River Valley Charter (District)	04820000	MATH	          95	50	          19	10	          76	40	          73	38	          22	12	         190	     499.8	          60.5	         152
Rochester	02500000	ELA	         160	58	          27	10	         133	49	         108	39	           6	2	         274	     505.9	          52.9	         201
Rochester	02500000	MATH	         148	54	          26	10	         122	45	         111	41	          13	5	         272	     503.0	          61.7	         198
Rockland	02510000	ELA	         485	46	          66	6	         419	40	         451	43	         123	12	       1,059	     498.9	          56.4	         790
Rockland	02510000	MATH	         419	40	          60	6	         359	34	         502	47	         136	13	       1,057	     496.1	          52.1	         793
Rockport	02520000	ELA	         231	55	          33	8	         198	47	         170	40	          22	5	         423	     503.2	          47.8	         328
Rockport	02520000	MATH	         193	46	          28	7	         165	39	         198	47	          33	8	         424	     498.7	          50.1	         328
Rowe	02530000	ELA	          16	53	           1	3	          15	50	          13	43	           1	3	          30	     500.2	          49.9	          21
Rowe	02530000	MATH	          17	57	           1	3	          16	53	          11	37	           2	7	          30	     501.0	          52.7	          21
Roxbury Preparatory Charter (District)	04840000	ELA	         375	39	          44	5	         331	35	         418	44	         160	17	         953	     493.7	          53.3	         841
Roxbury Preparatory Charter (District)	04840000	MATH	         433	45	          28	3	         405	42	         438	46	          83	9	         954	     496.7	          60.9	         845
Salem	02580000	ELA	         693	40	          89	5	         604	35	         773	45	         263	15	       1,729	     494.7	          52.0	       1,272
Salem	02580000	MATH	         586	34	          49	3	         537	31	         834	48	         321	18	       1,741	     491.0	          51.6	       1,283
Salem Academy Charter (District)	04850000	ELA	         119	56	          38	18	          81	38	          83	39	          11	5	         213	     506.8	          56.9	         206
Salem Academy Charter (District)	04850000	MATH	         116	54	          15	7	         101	47	          83	39	          16	7	         215	     501.6	          55.4	         207
Sandwich	02610000	ELA	         701	54	         105	8	         596	46	         501	39	          94	7	       1,296	     502.2	          53.2	       1,063
Sandwich	02610000	MATH	         669	52	          56	4	         613	47	         537	41	          90	7	       1,296	     500.2	          48.9	       1,061
Saugus	02620000	ELA	         537	43	          50	4	         487	39	         571	46	         141	11	       1,249	     496.6	          41.0	         985
Saugus	02620000	MATH	         576	46	          57	5	         519	41	         558	44	         122	10	       1,256	     498.0	          47.5	         991
Savoy	02630000	ELA	          10	43	           1	4	           9	39	          13	57	           0	0	          23	     497.5		          13
Savoy	02630000	MATH	           4	17	           0	0	           4	17	          16	70	           3	13	          23	     485.7		          13
Scituate	02640000	ELA	         994	72	         167	12	         827	60	         333	24	          51	4	       1,378	     510.1	          49.1	       1,105
Scituate	02640000	MATH	         877	64	         129	9	         748	54	         436	32	          66	5	       1,379	     505.6	          46.1	       1,105
Seekonk	02650000	ELA	         592	62	         105	11	         487	51	         307	32	          63	7	         962	     504.6	          49.8	         759
Seekonk	02650000	MATH	         547	57	          52	5	         495	52	         347	36	          67	7	         961	     502.1	          52.2	         760
Sharon	02660000	ELA	       1,244	73	         337	20	         907	54	         387	23	          63	4	       1,694	     513.3	          53.7	       1,329
Sharon	02660000	MATH	       1,281	76	         429	25	         852	50	         351	21	          64	4	       1,696	     515.4	          55.4	       1,333
Sherborn	02690000	ELA	         173	76	          43	19	         130	57	          51	22	           3	1	         227	     514.4	          59.9	         156
Sherborn	02690000	MATH	         179	80	          35	16	         144	64	          39	17	           6	3	         224	     512.2	          62.0	         146
Shrewsbury	02710000	ELA	       2,112	73	         581	20	       1,531	53	         641	22	         149	5	       2,902	     512.6	          54.2	       2,288
Shrewsbury	02710000	MATH	       2,036	70	         504	17	       1,532	53	         708	24	         162	6	       2,906	     510.4	          52.8	       2,287
Shutesbury	02720000	ELA	          46	70	           9	14	          37	56	          19	29	           1	2	          66	     510.2	          62.5	          41
Shutesbury	02720000	MATH	          38	58	           8	12	          30	45	          22	33	           6	9	          66	     503.4	          62.9	          41
Silver Hill Horace Mann Charter (District)	04770000	ELA	         120	44	          14	5	         106	39	         133	49	          18	7	         271	     498.8	          51.1	         171
Silver Hill Horace Mann Charter (District)	04770000	MATH	         134	49	          10	4	         124	46	         118	43	          20	7	         272	     498.7	          64.1	         173
Silver Lake	07600000	ELA	         329	61	          84	16	         245	46	         163	30	          45	8	         537	     505.7	          58.2	         522
Silver Lake	07600000	MATH	         338	63	          49	9	         289	54	         175	33	          25	5	         538	     504.9	          51.3	         518
Sizer School: A North Central Charter Essential (District)	04740000	ELA	          69	47	          12	8	          57	39	          59	40	          18	12	         146	     500.0	          58.4	         123
Sizer School: A North Central Charter Essential (District)	04740000	MATH	          34	23	           0	0	          34	23	          78	53	          34	23	         146	     484.8	          36.4	         123
Somerset	02730000	ELA	         652	54	          89	7	         563	46	         479	39	          85	7	       1,216	     501.7	          49.9	         985
Somerset	02730000	MATH	         606	50	          58	5	         548	45	         516	43	          92	8	       1,214	     499.3	          57.1	         987
Somerville	02740000	ELA	         989	49	         205	10	         784	39	         718	36	         315	16	       2,022	     499.1	          54.9	       1,475
Somerville	02740000	MATH	         908	45	         165	8	         743	37	         778	38	         335	17	       2,021	     496.3	          51.2	       1,473
South Hadley	02780000	ELA	         424	49	          51	6	         373	43	         355	41	          82	10	         861	     499.6	          51.8	         659
South Hadley	02780000	MATH	         390	45	          53	6	         337	39	         375	43	          98	11	         863	     497.4	          44.4	         659
South Shore Charter Public (District)	04880000	ELA	         200	47	          21	5	         179	42	         196	46	          33	8	         429	     498.8	          44.9	         329
South Shore Charter Public (District)	04880000	MATH	         138	32	           7	2	         131	30	         239	55	          56	13	         433	     490.1	          36.0	         334
Southampton	02750000	ELA	         149	54	          13	5	         136	49	         115	42	          12	4	         276	     501.9	          47.1	         207
Southampton	02750000	MATH	         127	46	          11	4	         116	42	         132	48	          18	6	         277	     497.0	          49.5	         208
Southborough	02760000	ELA	         631	75	         153	18	         478	57	         191	23	          21	2	         843	     513.2	          48.6	         679
Southborough	02760000	MATH	         680	81	         211	25	         469	56	         139	16	          24	3	         843	     517.0	          53.1	         681
Southbridge	02770000	ELA	         177	18	          11	1	         166	17	         465	47	         338	34	         980	     480.3	          38.1	         704
Southbridge	02770000	MATH	         149	15	           5	1	         144	15	         470	48	         357	37	         976	     478.5	          39.3	         701
Southern Berkshire	07650000	ELA	         146	49	          10	3	         136	45	         124	41	          31	10	         301	     498.3	          49.9	         231
Southern Berkshire	07650000	MATH	         123	41	           7	2	         116	39	         142	47	          35	12	         300	     494.4	          49.4	         229
Southwick-Tolland-Granville Regional School District	07660000	ELA	         311	45	          39	6	         272	39	         314	46	          64	9	         689	     498.3	          44.4	         550
Southwick-Tolland-Granville Regional School District	07660000	MATH	         262	38	          19	3	         243	35	         372	54	          53	8	         687	     495.2	          43.9	         546
Spencer-E Brookfield	07670000	ELA	         292	41	          26	4	         266	37	         326	46	          96	13	         714	     495.7	          49.1	         557
Spencer-E Brookfield	07670000	MATH	         259	36	          18	3	         241	34	         347	49	         108	15	         714	     492.8	          50.5	         557
Springfield	02810000	ELA	       3,271	30	         341	3	       2,930	26	       5,335	48	       2,482	22	      11,088	     489.0	          46.3	       7,662
Springfield	02810000	MATH	       2,706	24	         193	2	       2,513	23	       5,556	50	       2,818	25	      11,080	     485.7	          44.1	       7,666
Springfield International Charter (District)	04410000	ELA	         285	36	          16	2	         269	34	         428	54	          79	10	         792	     494.1	          41.2	         603
Springfield International Charter (District)	04410000	MATH	         186	23	           4	1	         182	23	         475	60	         134	17	         795	     487.4	          40.8	         604
Springfield Preparatory Charter School (District)	35100000	ELA	          38	72	           5	9	          33	62	          13	25	           2	4	          53	     509.0		
Springfield Preparatory Charter School (District)	35100000	MATH	          41	77	           8	15	          33	62	          11	21	           1	2	          53	     513.0		
Stoneham	02840000	ELA	         654	63	         139	13	         515	49	         325	31	          67	6	       1,046	     506.2	          57.9	         832
Stoneham	02840000	MATH	         544	52	          80	8	         464	44	         411	39	          89	9	       1,044	     500.9	          60.7	         827
Stoughton	02850000	ELA	         824	52	         119	7	         705	44	         618	39	         146	9	       1,588	     500.6	          47.0	       1,275
Stoughton	02850000	MATH	         775	49	          82	5	         693	44	         656	41	         152	10	       1,583	     498.5	          49.5	       1,268
Sturbridge	02870000	ELA	         305	60	          17	3	         288	57	         174	34	          27	5	         506	     503.1	          49.2	         374
Sturbridge	02870000	MATH	         336	67	          40	8	         296	59	         143	28	          26	5	         505	     506.5	          62.5	         372
Sudbury	02880000	ELA	       1,373	74	         317	17	       1,056	57	         438	24	          52	3	       1,863	     512.7	          54.4	       1,514
Sudbury	02880000	MATH	       1,362	73	         364	20	         998	54	         427	23	          74	4	       1,863	     512.1	          53.7	       1,517
Sunderland	02890000	ELA	          57	56	          13	13	          44	43	          35	34	          10	10	         102	     504.3	          54.3	          78
Sunderland	02890000	MATH	          51	50	           4	4	          47	46	          39	38	          13	13	         103	     500.4	          53.3	          77
Sutton	02900000	ELA	         439	63	          58	8	         381	55	         238	34	          19	3	         696	     506.1	          54.6	         575
Sutton	02900000	MATH	         381	55	          35	5	         346	50	         274	39	          42	6	         697	     500.8	          56.4	         576
Swampscott	02910000	ELA	         660	65	          92	9	         568	56	         317	31	          44	4	       1,021	     506.3	          44.8	         836
Swampscott	02910000	MATH	         575	56	          79	8	         496	49	         395	39	          52	5	       1,022	     503.1	          49.0	         836
Swansea	02920000	ELA	         519	51	          73	7	         446	43	         435	42	          73	7	       1,027	     500.7	          45.0	         830
Swansea	02920000	MATH	         485	47	          36	4	         449	44	         452	44	          88	9	       1,025	     498.0	          50.0	         829
TEC Connections Academy Commonwealth Virtual School District	39020000	ELA	         146	28	          10	2	         136	26	         295	57	          81	16	         522	     489.6	          39.2	         255
TEC Connections Academy Commonwealth Virtual School District	39020000	MATH	         111	21	           2	0	         109	21	         278	53	         132	25	         521	     483.3	          34.9	         259
Tantasqua	07700000	ELA	         242	41	          25	4	         217	37	         284	48	          66	11	         592	     496.0	          41.8	         564
Tantasqua	07700000	MATH	         328	56	          31	5	         297	51	         218	37	          40	7	         586	     502.0	          46.0	         557
Taunton	02930000	ELA	       1,522	39	         202	5	       1,320	34	       1,817	46	         582	15	       3,921	     494.1	          43.2	       3,048
Taunton	02930000	MATH	       1,371	35	         134	3	       1,237	32	       1,876	48	         670	17	       3,917	     491.4	          48.0	       3,043
Tewksbury	02950000	ELA	         920	56	         131	8	         789	48	         589	36	         122	7	       1,631	     502.6	          49.0	       1,314
Tewksbury	02950000	MATH	         847	52	          87	5	         760	47	         649	40	         132	8	       1,628	     500.2	          51.6	       1,316
Tisbury	02960000	ELA	         156	74	          41	19	         115	54	          47	22	           9	4	         212	     513.1	          57.2	         165
Tisbury	02960000	MATH	         136	65	          26	12	         110	52	          69	33	           5	2	         210	     508.7	          47.3	         166
Topsfield	02980000	ELA	         241	69	          41	12	         200	57	          98	28	          10	3	         349	     508.5	          48.5	         238
Topsfield	02980000	MATH	         214	61	          26	7	         188	54	         118	34	          18	5	         350	     505.0	          52.6	         239
Triton	07730000	ELA	         638	53	          90	8	         548	46	         478	40	          81	7	       1,197	     501.9	          48.6	         935
Triton	07730000	MATH	         540	45	          53	4	         487	41	         551	46	         103	9	       1,194	     497.8	          54.4	         934
Truro	03000000	ELA	          24	53	           1	2	          23	51	          21	47	           0	0	          45	     503.3	          64.8	          31
Truro	03000000	MATH	          15	33	           1	2	          14	31	          26	58	           4	9	          45	     492.9	          51.5	          31
Tyngsborough	03010000	ELA	         424	54	          65	8	         359	46	         297	38	          61	8	         782	     501.7	          46.4	         634
Tyngsborough	03010000	MATH	         402	51	          33	4	         369	47	         328	42	          57	7	         787	     499.7	          48.5	         635
UP Academy Charter School of Boston (District)	04800000	ELA	         139	28	           7	1	         132	27	         248	51	         104	21	         491	     487.8	          51.7	         439
UP Academy Charter School of Boston (District)	04800000	MATH	         166	34	          12	2	         154	31	         219	45	         106	22	         491	     490.5	          58.1	         442
UP Academy Charter School of Dorchester (District)	35050000	ELA	         132	29	           7	2	         125	27	         236	51	          94	20	         462	     488.1	          44.8	         368
UP Academy Charter School of Dorchester (District)	35050000	MATH	         105	23	           5	1	         100	22	         243	53	         114	25	         462	     484.4	          39.7	         367
Up-Island Regional	07740000	ELA	         169	63	          38	14	         131	49	          92	34	           7	3	         268	     507.8	          58.9	         199
Up-Island Regional	07740000	MATH	         169	62	          34	13	         135	50	          80	30	          22	8	         271	     505.6	          59.7	         199
Uxbridge	03040000	ELA	         390	49	          41	5	         349	44	         350	44	          53	7	         793	     500.0	          49.1	         620
Uxbridge	03040000	MATH	         359	45	          26	3	         333	42	         355	45	          79	10	         793	     497.0	          44.4	         620
Veritas Preparatory Charter School (District)	04980000	ELA	         169	54	          26	8	         143	46	         108	35	          34	11	         311	     499.9	          57.5	         297
Veritas Preparatory Charter School (District)	04980000	MATH	         164	53	          15	5	         149	48	         119	38	          27	9	         310	     499.4	          58.8	         297
Wachusett	07750000	ELA	       2,324	67	         406	12	       1,918	55	         994	29	         167	5	       3,485	     508.1	          49.2	       2,808
Wachusett	07750000	MATH	       2,220	64	         324	9	       1,896	54	       1,074	31	         187	5	       3,481	     506.0	          49.1	       2,807
Wakefield	03050000	ELA	         854	54	          86	5	         768	49	         598	38	         124	8	       1,576	     501.1	          46.4	       1,263
Wakefield	03050000	MATH	         835	53	         104	7	         731	46	         632	40	         110	7	       1,577	     501.6	          52.2	       1,265
Wales	03060000	ELA	          57	66	           2	2	          55	64	          26	30	           3	3	          86	     504.2	          45.2	          60
Wales	03060000	MATH	          52	60	           2	2	          50	58	          30	35	           4	5	          86	     502.6	          66.2	          60
Walpole	03070000	ELA	       1,175	66	         220	12	         955	53	         535	30	          79	4	       1,789	     507.9	          51.1	       1,461
Walpole	03070000	MATH	       1,161	65	         225	13	         936	52	         546	31	          79	4	       1,786	     507.2	          52.3	       1,458
Waltham	03080000	ELA	       1,156	48	         197	8	         959	40	         938	39	         302	13	       2,396	     498.8	          52.1	       1,813
Waltham	03080000	MATH	       1,055	44	         166	7	         889	37	       1,003	42	         341	14	       2,399	     496.5	          55.0	       1,820
Ware	03090000	ELA	         246	40	          16	3	         230	37	         290	47	          86	14	         622	     493.4	          47.3	         495
Ware	03090000	MATH	         168	27	          14	2	         154	25	         344	56	         107	17	         619	     489.0	          53.6	         490
Wareham	03100000	ELA	         421	37	          50	4	         371	33	         538	47	         182	16	       1,141	     493.6	          51.2	         845
Wareham	03100000	MATH	         339	30	          24	2	         315	28	         569	50	         235	21	       1,143	     489.0	          54.4	         839
Watertown	03140000	ELA	         571	52	          83	7	         488	44	         424	38	         113	10	       1,108	     500.5	          54.0	         840
Watertown	03140000	MATH	         481	43	          49	4	         432	39	         476	43	         161	14	       1,118	     495.4	          52.8	         840
Wayland	03150000	ELA	         987	78	         270	21	         717	57	         237	19	          37	3	       1,261	     514.5	          61.9	       1,030
Wayland	03150000	MATH	         961	76	         290	23	         671	53	         254	20	          45	4	       1,260	     514.2	          62.3	       1,035
Webster	03160000	ELA	         295	32	          41	4	         254	28	         421	46	         198	22	         914	     489.7	          53.4	         665
Webster	03160000	MATH	         175	19	          12	1	         163	18	         469	51	         269	29	         913	     482.5	          52.1	         664
Wellesley	03170000	ELA	       1,811	79	         488	21	       1,323	58	         417	18	          57	2	       2,285	     515.9	          59.1	       1,792
Wellesley	03170000	MATH	       1,701	75	         333	15	       1,368	60	         500	22	          79	3	       2,280	     511.1	          54.1	       1,785
Wellfleet	03180000	ELA	          36	68	           7	13	          29	55	          17	32	           0	0	          53	     507.7	          35.5	          38
Wellfleet	03180000	MATH	          39	74	           1	2	          38	72	          13	25	           1	2	          53	     505.3	          46.0	          38
West Boylston	03220000	ELA	         251	57	          67	15	         184	42	         159	36	          28	6	         438	     506.2	          56.0	         359
West Boylston	03220000	MATH	         251	57	          38	9	         213	48	         162	37	          27	6	         440	     503.2	          51.6	         359
West Bridgewater	03230000	ELA	         340	58	          32	5	         308	52	         209	36	          39	7	         588	     502.2	          48.7	         497
West Bridgewater	03230000	MATH	         278	47	          30	5	         248	42	         278	47	          34	6	         590	     499.3	          43.2	         499
West Springfield	03320000	ELA	         884	48	         135	7	         749	40	         728	39	         242	13	       1,854	     498.0	          49.3	       1,373
West Springfield	03320000	MATH	         888	48	         101	5	         787	42	         770	41	         204	11	       1,862	     498.2	          47.7	       1,378
Westborough	03210000	ELA	       1,346	75	         329	18	       1,017	56	         374	21	          82	5	       1,802	     512.8	          58.9	       1,398
Westborough	03210000	MATH	       1,319	73	         362	20	         957	53	         401	22	          75	4	       1,795	     512.8	          59.3	       1,396
Westfield	03250000	ELA	       1,220	51	         196	8	       1,024	43	         940	39	         244	10	       2,404	     499.8	          53.8	       1,901
Westfield	03250000	MATH	       1,118	47	         137	6	         981	41	       1,020	42	         265	11	       2,403	     497.9	          48.0	       1,904
Westford	03260000	ELA	       1,705	74	         369	16	       1,336	58	         538	23	          67	3	       2,310	     511.6	          52.4	       1,866
Westford	03260000	MATH	       1,771	77	         445	19	       1,326	58	         478	21	          57	2	       2,306	     513.4	          50.5	       1,867
Westhampton	03270000	ELA	          48	71	          11	16	          37	54	          19	28	           1	1	          68	     511.2	          63.9	          49
Westhampton	03270000	MATH	          50	72	          10	14	          40	58	          19	28	           0	0	          69	     510.4	          63.3	          49
Weston	03300000	ELA	         785	81	         276	28	         509	52	         167	17	          21	2	         973	     518.1	          60.0	         751
Weston	03300000	MATH	         752	77	         220	23	         532	55	         201	21	          19	2	         972	     514.4	          56.5	         751
Westport	03310000	ELA	         389	53	          23	3	         366	50	         293	40	          49	7	         731	     501.0	          44.9	         582
Westport	03310000	MATH	         402	55	          39	5	         363	50	         285	39	          46	6	         733	     501.4	          51.9	         584
Westwood	03350000	ELA	       1,097	75	         322	22	         775	53	         342	23	          29	2	       1,468	     514.2	          52.4	       1,189
Westwood	03350000	MATH	       1,044	71	         228	16	         816	56	         386	26	          40	3	       1,470	     510.8	          53.5	       1,191
Weymouth	03360000	ELA	       1,337	50	         164	6	       1,173	44	       1,076	40	         256	10	       2,669	     499.4	          49.4	       2,120
Weymouth	03360000	MATH	       1,124	42	         120	4	       1,004	38	       1,240	46	         312	12	       2,676	     495.8	          48.0	       2,118
Whately	03370000	ELA	          40	57	           3	4	          37	53	          26	37	           4	6	          70	     500.5	          55.7	          52
Whately	03370000	MATH	          36	51	           3	4	          33	47	          31	44	           3	4	          70	     499.1	          51.7	          52
